building_id,location_id,hazard,hazard__source,hazard__confidence,hazard__status,soil_class,soil_class__source,soil_class__confidence,soil_class__status,building_age,building_age__source,building_age__confidence,building_age__status,floor_count,floor_count__source,floor_count__confidence,floor_count__status,structural_system,structural_system__source,structural_system__confidence,structural_system__status,usage_type,usage_type__source,usage_type__confidence,usage_type__status,is_existing_building,is_existing_building__source,is_existing_building__confidence,is_existing_building__status,retrofit_status,retrofit_status__source,retrofit_status__confidence,retrofit_status__status,completeness,mean_confidence,needs_field_check,lat,lon,area_m2,osm_id,risk_score,risk_band,data_status,triage_note
ZE01220,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000207,28.900114,123.1,1352378899,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01221,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.00021,28.900032,103.5,1352378900,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01222,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000192,28.900233,113.4,1352378901,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01223,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,40.999998,28.899929,112.2,1352378902,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01224,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,40.999969,28.899847,142.4,1352378903,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01225,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,40.999953,28.899754,93.7,1352378904,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01226,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,40.999945,28.900373,124.0,1352378906,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01227,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000151,28.901318,141.6,1352378916,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01228,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000252,28.902026,121.0,1352378918,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01229,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000052,28.901344,247.0,1352378921,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01230,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000149,28.901604,80.8,1352378930,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01231,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000214,28.901576,61.0,1352378931,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01232,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,,OSM (kat tag'i yok),,belirlenemedi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,varsayılan (tag yok),0.3,saha_dogrulamasi_gerekli,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.0,0.52,True,41.000241,28.901925,25.3,1352378932,82.3,Yüksek,site_only,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01233,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000123,28.901991,110.9,1352378933,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01234,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.00002,28.90183,455.0,1352378934,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01235,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000208,28.901159,102.7,1352378935,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01236,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000086,28.901144,183.3,1352378936,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01237,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000141,28.902192,120.9,1352378937,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01238,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000169,28.901819,150.6,1352378944,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01239,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000856,28.901591,146.4,1352378945,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01240,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000899,28.901332,116.3,1352378946,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01241,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000356,28.901592,94.3,1352378947,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01242,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.00074,28.901161,255.7,1352378948,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01243,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000684,28.901348,122.1,1352378949,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01244,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000504,28.901846,107.6,1352378950,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01245,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000843,28.901116,280.2,1352378951,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01246,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000727,28.901709,95.7,1352378952,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01247,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000666,28.901735,40.5,1352378953,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01248,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000522,28.901354,98.5,1352378954,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01249,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.00054,28.901222,177.0,1352378955,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01250,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000492,28.901592,216.3,1352378956,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01251,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000485,28.901963,105.3,1352378957,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01252,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000933,28.901762,99.0,1352378958,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01253,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000787,28.90136,115.4,1352378959,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01254,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.00082,28.90176,97.1,1352378960,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01255,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000944,28.901525,79.8,1352378961,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
ZE01256,Zeytinburnu,80,"AFAD TDTH 2018 (İstanbul, ilçe seviyesi yaklaşık)",0.6,gozlemlendi,ZE,İBB mikrobölgeleme (yaklaşık model — gerçek GIS ile değiştirilecek),0.5,gozlemlendi,,ortofoto tarihleme gerekli,,belirlenemedi,4.0,OSM building:levels,0.85,gozlemlendi,,dış görüntüden çıkarılamaz,,belirlenemedi,konut,OSM building tag,0.7,gozlemlendi,True,envanter varsayımı,0.9,gozlemlendi,yok,varsayılan (kayıt yok),0.3,saha_dogrulamasi_gerekli,0.33,0.64,True,41.000712,28.90159,195.4,1352378962,75.4,Yüksek,kismi,Kritik yapı verisi eksik — risk skoru konuma dayalı geçicidir; saha kontrolü gerekli.
